state,checking_amt,credit_history,purpose,credit_amount,savings,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,own_telephone,foreign_worker,class,works_outside_US
South Carolina,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",,'male single',none,'life insurance',none,own,none,yes,good,yes
South Carolina,"(-10000.0, -7500.0]",'no credits/all paid',business,"(7500.0, 10000.0]","[0.0, 0.01)",<1,'male single',none,car,bank,own,none,yes,bad,yes
South Carolina,"(50.0, 100.0]",'existing paid','used car',,"[0.01, 20.0)",>=7,'female div/dep/mar',none,'no known property',none,'for free',yes,yes,bad,yes
South Carolina,"(-0.01, 0.01]",,radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,'male single',,car,none,own,yes,yes,bad,yes
South Carolina,"(-0.01, 0.01]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,car,none,own,yes,yes,good,yes
South Carolina,"(-1000.0, -500.0]",'existing paid',radio/tv,"(2500.0, 5000.0]","[500.0, 1000.0)",1<=X<4,'male single',none,'real estate',none,rent,none,yes,good,yes
South Carolina,"(-7500.0, -5000.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[20.0, 50.0)",,'male single',,'real estate',none,rent,none,yes,bad,yes
South Carolina,"(100.0, 500.0]",'critical/other existing credit','used car',"(1000.0, 2500.0]","[100.0, 500.0)",<1,'male single',none,,none,own,,yes,good,yes
South Carolina,"(-0.01, 0.01]",'critical/other existing credit',,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male mar/wid',none,car,none,own,none,yes,bad,yes
South Carolina,"(-0.01, 0.01]",'existing paid',furniture/equipment,,"[0.0, 0.01)",1<=X<4,'male single',none,'real estate',bank,own,yes,no,good,no
South Carolina,"(-0.01, 0.01]",'no credits/all paid',radio/tv,"(200.0, 500.0]","[0.0, 0.01)",,'male mar/wid',none,car,none,own,none,no,good,no
South Carolina,"(2500.0, 5000.0]",'all paid',radio/tv,"(200.0, 500.0]","[2500.0, 5000.0)",1<=X<4,'female div/dep/mar',none,'real estate',none,rent,none,no,good,no
South Carolina,"(100.0, 500.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[50.0, 100.0)",1<=X<4,'male single',guarantor,'real estate',none,own,none,no,good,no
South Carolina,"(-5000.0, -2500.0]",'delayed previously',business,"(5000.0, 7500.0]","[20.0, 50.0)",>=7,'male single',none,'no known property',,own,yes,yes,good,yes
South Carolina,"(-0.01, 0.01]",'existing paid',business,"(1000.0, 2500.0]","[0.0, 0.01)",,'male mar/wid',,'real estate',bank,own,yes,no,good,no
South Carolina,"(-7500.0, -5000.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.01, 20.0)",,'male single',none,car,stores,own,none,yes,good,yes
South Carolina,"(50.0, 100.0]",'existing paid','new car',"(5000.0, 7500.0]","[100.0, 500.0)",1<=X<4,'male single',none,car,none,own,yes,no,bad,no
South Dakota,"(-0.01, 0.01]",'critical/other existing credit',business,"(1000.0, 2500.0]","[0.0, 0.01)",,'male single',none,,none,rent,,yes,bad,yes
South Dakota,"(500.0, 1000.0]",'existing paid',furniture/equipment,,"[20.0, 50.0)",<1,'female div/dep/mar',none,'life insurance',bank,,,yes,good,yes
Tennessee,"(100.0, 500.0]",'critical/other existing credit',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",<1,'male single',none,'life insurance',none,own,none,no,good,no
Tennessee,"(-0.01, 0.01]",'critical/other existing credit',education,"(5000.0, 7500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'no known property',bank,'for free',,yes,good,yes
Tennessee,"(5000.0, 7500.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 20.0)",,'male single','co applicant','real estate',stores,own,none,yes,bad,yes
Tennessee,"(5000.0, 7500.0]",'existing paid','domestic appliance',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,car,none,own,yes,yes,good,yes
Tennessee,"(20.0, 50.0]",'existing paid',radio/tv,"(200.0, 500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'real estate',none,own,none,no,good,no
Tennessee,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",,'male single',none,car,bank,own,none,no,good,no
Tennessee,"(100.0, 500.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male div/sep',none,car,none,own,yes,no,bad,no
Tennessee,"(100.0, 500.0]",'delayed previously',repairs,"(5000.0, 7500.0]","[20.0, 50.0)",1<=X<4,'male single',none,'real estate',none,own,,yes,good,yes
Tennessee,"(-1000.0, -500.0]",,'used car',"(5000.0, 7500.0]","[100.0, 500.0)",4<=X<7,'male mar/wid',none,car,none,rent,none,yes,bad,yes
Tennessee,"(-10000.0, -7500.0]",'critical/other existing credit','used car',"(5000.0, 7500.0]","[0.01, 20.0)",>=7,'female div/dep/mar',none,'no known property',stores,'for free',none,yes,bad,yes
Tennessee,"(-0.01, 0.01]",,'new car',"(1000.0, 2500.0]","[0.0, 0.01)",<1,'female div/dep/mar',none,car,none,own,none,no,good,no
Tennessee,"(-0.01, 0.01]",,radio/tv,,"[0.0, 0.01)",>=7,'male single',none,car,none,own,none,yes,good,yes
Tennessee,"(-2500.0, -1000.0]",'existing paid','used car',,"[0.0, 0.01)",unemployed,'female div/dep/mar',none,,none,rent,yes,yes,bad,yes
Texas,"(-0.01, 0.01]",'critical/other existing credit','new car',"(5000.0, 7500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'life insurance',none,,none,no,good,no
Texas,"(-0.01, 0.01]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",,'female div/dep/mar','co applicant','real estate',none,own,none,no,good,no
Texas,"(100.0, 500.0]",'delayed previously',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",<1,'male single',none,,bank,own,none,yes,good,yes
Texas,"(100.0, 500.0]",,'used car',"(5000.0, 7500.0]","[20.0, 50.0)",>=7,'male single',none,car,none,own,yes,no,bad,no
Texas,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,car,none,own,none,no,good,no
Texas,"(-0.01, 0.01]",'existing paid','used car',"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',none,,none,own,yes,no,good,no
Texas,"(100.0, 500.0]",'delayed previously','new car',"(1000.0, 2500.0]","[20.0, 50.0)",>=7,'male single',none,'no known property',bank,'for free',,yes,good,yes
Texas,"(-0.01, 0.01]",'all paid','new car',"(500.0, 1000.0]","[0.0, 0.01)",,'male single',guarantor,'real estate',,own,none,yes,good,yes
Texas,"(100.0, 500.0]",'existing paid',radio/tv,"(5000.0, 7500.0]","[0.0, 0.01)",unemployed,,none,'no known property',none,own,yes,no,good,no
Texas,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(7500.0, 10000.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',,car,,own,none,no,bad,no
Texas,"(2500.0, 5000.0]",,'new car',"(1000.0, 2500.0]","[50.0, 100.0)",,'female div/dep/mar',none,car,none,own,none,yes,good,yes
Texas,"(-10000.0, -7500.0]",'critical/other existing credit',furniture/equipment,"(5000.0, 7500.0]","[20.0, 50.0)",<1,'female div/dep/mar','co applicant','no known property',none,rent,,yes,good,yes
Texas,"(50.0, 100.0]",'existing paid',business,"(1000.0, 2500.0]","[50.0, 100.0)",1<=X<4,'male mar/wid',,'real estate',bank,own,yes,yes,good,yes
Texas,"(100.0, 500.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'male single',guarantor,'real estate',none,own,yes,yes,bad,yes
Texas,"(100.0, 500.0]",'no credits/all paid',business,"(1000.0, 2500.0]","[50.0, 100.0)",>=7,'male single',none,'no known property',none,'for free',yes,no,good,no
Texas,"(100.0, 500.0]",'no credits/all paid',business,"(12500.0, 15000.0]","[20.0, 50.0)",1<=X<4,'male single',none,car,none,own,yes,no,good,no
Texas,"(-0.01, 0.01]",'existing paid',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",<1,'female div/dep/mar',none,'life insurance',none,own,yes,no,good,no
Texas,"(-0.01, 0.01]",'existing paid',repairs,"(5000.0, 7500.0]","[0.0, 0.01)",>=7,'male single',none,'life insurance',none,own,yes,yes,bad,yes
Texas,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",,'female div/dep/mar',,car,bank,own,none,no,bad,no
Texas,"(50.0, 100.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male mar/wid',,'real estate',none,own,none,yes,bad,yes
Texas,"(-0.01, 0.01]",'existing paid',,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'no known property',stores,'for free',yes,yes,good,yes
Texas,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,car,none,own,none,yes,bad,yes
Texas,"(-0.01, 0.01]",'existing paid','used car',"(7500.0, 10000.0]","[0.0, 0.01)",,'female div/dep/mar',none,'life insurance',,own,,no,bad,no
Texas,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",>=7,'male single',none,'life insurance',none,rent,yes,no,good,no
Texas,"(-0.01, 0.01]",'critical/other existing credit',other,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'male single',none,'no known property',bank,'for free',yes,yes,good,yes
Texas,"(-0.01, 0.01]",,business,"(5000.0, 7500.0]","[0.0, 0.01)",4<=X<7,'female div/dep/mar',none,'real estate',bank,own,none,yes,bad,yes
Texas,"(-500.0, -100.0]",'existing paid',education,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'male single',none,'no known property',none,,yes,yes,bad,yes
Texas,"(-7500.0, -5000.0]",'critical/other existing credit','used car',"(1000.0, 2500.0]","[50.0, 100.0)",>=7,'male single',none,'no known property',none,'for free',none,no,good,no
Texas,"(-0.01, 0.01]",'existing paid',,,"[0.0, 0.01)",<1,'male single',none,car,none,,none,yes,bad,yes
Texas,"(100.0, 500.0]",'delayed previously',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,'male single',none,'life insurance',none,own,none,yes,bad,yes
Texas,"(-0.01, 0.01]",'no credits/all paid',,"(7500.0, 10000.0]","[0.0, 0.01)",1<=X<4,'male single',none,'life insurance',none,own,none,yes,good,yes
Texas,"(100.0, 500.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.01, 20.0)",<1,'male mar/wid',,'life insurance',none,own,,yes,good,yes
Texas,"(-0.01, 0.01]",'existing paid',radio/tv,,"[0.0, 0.01)",<1,'female div/dep/mar',none,car,,own,yes,no,good,no
Texas,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",,'male single',none,'life insurance',stores,,yes,yes,good,yes
Texas,"(-0.01, 0.01]",'existing paid',business,,"[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,'life insurance',none,rent,none,no,bad,no
Texas,"(-7500.0, -5000.0]",'existing paid',other,"(1000.0, 2500.0]","[50.0, 100.0)",>=7,'female div/dep/mar',guarantor,'real estate',none,own,,yes,good,yes
Texas,"(-2500.0, -1000.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[20.0, 50.0)",>=7,'male single',,'real estate',none,own,none,no,good,no
Texas,"(-0.01, 0.01]",'critical/other existing credit',business,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',guarantor,'real estate',none,own,,yes,good,yes
Texas,"(50.0, 100.0]",'critical/other existing credit',,"(1000.0, 2500.0]","[0.0, 0.01)",,'female div/dep/mar',none,,none,own,none,yes,good,yes
Texas,"(100.0, 500.0]",'existing paid',education,"(12500.0, 15000.0]","[100.0, 500.0)",,'male single',none,'no known property',none,'for free',yes,no,good,no
Texas,"(-0.01, 0.01]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',none,,none,own,yes,no,good,no
Texas,"(-10000.0, -7500.0]",'no credits/all paid',repairs,"(1000.0, 2500.0]","[0.01, 20.0)",4<=X<7,'male single',none,'real estate',none,own,none,no,good,no
Texas,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",>=7,'male single',none,,none,own,none,no,bad,no
Texas,"(-1000.0, -500.0]",,'used car',"(1000.0, 2500.0]","[0.01, 20.0)",>=7,'male single',none,'real estate',none,own,none,no,good,no
Utah,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",>=7,'female div/dep/mar',none,'life insurance',bank,own,none,yes,good,yes
Utah,"(-0.01, 0.01]",'critical/other existing credit',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,'male single',,'no known property',none,rent,none,yes,bad,yes
Virginia,"(20.0, 50.0]",'existing paid','new car',"(1000.0, 2500.0]","[5000.0, 7500.0)",>=7,'male single',none,'real estate',none,own,yes,no,bad,no
Virginia,"(100.0, 500.0]",'no credits/all paid',business,,"[50.0, 100.0)",<1,'male single',none,'no known property',none,,yes,yes,good,yes
Virginia,"(-0.01, 0.01]",'critical/other existing credit',education,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'female div/dep/mar',none,car,none,own,none,no,good,no
Virginia,"(0.01, 20.0]",'existing paid',business,"(2500.0, 5000.0]","[100.0, 500.0)",1<=X<4,'male single',none,car,none,own,none,yes,good,yes
Virginia,"(0.01, 20.0]",'critical/other existing credit',radio/tv,,"[20.0, 50.0)",>=7,'male single',none,'real estate',none,own,none,no,good,no
Virginia,"(50.0, 100.0]",'delayed previously','used car',"(5000.0, 7500.0]","[0.0, 0.01)",4<=X<7,'male single',none,'life insurance',bank,rent,yes,yes,good,yes
Virginia,"(-0.01, 0.01]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'male mar/wid',none,'real estate',none,rent,none,yes,bad,yes
Virginia,"(100.0, 500.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',none,car,none,rent,none,yes,bad,yes
Virginia,"(-0.01, 0.01]",,radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,,none,,none,yes,good,yes
Virginia,"(50.0, 100.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',,car,none,,yes,yes,good,yes
Virginia,"(-0.01, 0.01]",'existing paid','used car',"(1000.0, 2500.0]","[0.0, 0.01)",<1,'male mar/wid',none,car,none,rent,yes,no,good,no
Virginia,"(100.0, 500.0]",'critical/other existing credit',other,"(10000.0, 12500.0]","[20.0, 50.0)",1<=X<4,'male single','co applicant',car,,own,yes,yes,bad,yes
Virginia,"(-0.01, 0.01]",'all paid','new car',"(5000.0, 7500.0]","[0.0, 0.01)",>=7,'male single',none,'no known property',bank,own,yes,no,good,no
Virginia,"(100.0, 500.0]",'existing paid','new car',"(5000.0, 7500.0]","[50.0, 100.0)",4<=X<7,'male single',none,car,none,,none,no,good,no
Virginia,"(-1000.0, -500.0]",'existing paid',furniture/equipment,"(7500.0, 10000.0]","[0.0, 0.01)",<1,'female div/dep/mar',none,'life insurance',none,own,yes,no,good,no
Virginia,"(50.0, 100.0]",'existing paid',business,"(1000.0, 2500.0]","[500.0, 1000.0)",>=7,'male mar/wid',,'real estate',none,own,yes,yes,good,yes
Virginia,"(50.0, 100.0]",'delayed previously',,"(1000.0, 2500.0]","[100.0, 500.0)",>=7,,none,car,bank,own,none,no,good,no
Virginia,"(-0.01, 0.01]",'existing paid',education,"(200.0, 500.0]","[0.0, 0.01)",<1,'female div/dep/mar',none,'life insurance',none,,yes,yes,good,yes
Virginia,"(50.0, 100.0]",'existing paid','new car',"(5000.0, 7500.0]","[50.0, 100.0)",4<=X<7,'male single',none,,none,rent,none,no,bad,no
Virginia,"(-0.01, 0.01]",'critical/other existing credit','new car',"(7500.0, 10000.0]","[0.0, 0.01)",1<=X<4,'female div/dep/mar',none,'real estate',stores,own,yes,yes,good,yes
Virginia,"(-0.01, 0.01]",'existing paid',radio/tv,,"[0.0, 0.01)",>=7,'male mar/wid',none,'real estate',none,own,none,no,bad,no
Virginia,"(-0.01, 0.01]",,radio/tv,,"[0.0, 0.01)",>=7,'male single',none,'real estate',none,own,yes,no,good,no
Vermont,"(-10000.0, -7500.0]",'existing paid',radio/tv,"(5000.0, 7500.0]","[0.0, 0.01)",4<=X<7,'female div/dep/mar',none,car,none,own,yes,no,good,no
Vermont,"(-500.0, -100.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",,'female div/dep/mar','co applicant','real estate',none,rent,,no,good,no
Washington,"(-7500.0, -5000.0]",'critical/other existing credit',furniture/equipment,"(2500.0, 5000.0]","[500.0, 1000.0)",,'female div/dep/mar',none,car,none,own,,no,good,no
Washington,"(100.0, 500.0]",,'new car',"(1000.0, 2500.0]","[500.0, 1000.0)",4<=X<7,'male div/sep',none,car,none,own,yes,yes,good,yes
Washington,"(-5000.0, -2500.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 20.0)",1<=X<4,'female div/dep/mar',none,'real estate',none,own,yes,yes,good,yes
Washington,"(-0.01, 0.01]",'critical/other existing credit','used car',,"[0.0, 0.01)",,,none,car,none,rent,yes,no,good,no
Washington,"(-0.01, 0.01]",,furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'real estate',none,rent,none,yes,bad,yes
Washington,"(2500.0, 5000.0]",'critical/other existing credit','new car',"(500.0, 1000.0]","[50.0, 100.0)",,'male single',,'no known property',none,'for free',yes,yes,good,yes
Washington,"(50.0, 100.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",,'female div/dep/mar',none,'real estate',,rent,none,no,good,no
Washington,"(-10000.0, -7500.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[20.0, 50.0)",1<=X<4,'male single',,'life insurance',none,own,none,yes,bad,yes
Washington,"(-7500.0, -5000.0]",,radio/tv,,"[0.01, 20.0)",1<=X<4,'male mar/wid',none,'real estate',none,own,none,yes,good,yes
Washington,"(100.0, 500.0]",'existing paid',repairs,,"[20.0, 50.0)",1<=X<4,'male single',none,car,none,own,none,no,bad,no
Washington,"(100.0, 500.0]",'critical/other existing credit','used car',"(1000.0, 2500.0]","[20.0, 50.0)",unemployed,'male single',,car,none,own,yes,yes,bad,yes
Washington,"(-10000.0, -7500.0]",'critical/other existing credit','new car',,"[0.0, 0.01)",1<=X<4,'female div/dep/mar','co applicant','real estate',none,own,none,yes,good,yes
Washington,"(100.0, 500.0]",'existing paid','new car',"(7500.0, 10000.0]","[0.0, 0.01)",4<=X<7,'female div/dep/mar',none,car,none,own,none,no,bad,no
Washington,"(-5000.0, -2500.0]",'delayed previously',education,"(5000.0, 7500.0]","[0.01, 20.0)",1<=X<4,'male single',none,'life insurance',stores,own,yes,yes,bad,yes
Washington,"(-0.01, 0.01]",'existing paid',furniture/equipment,,"[0.0, 0.01)",<1,'male single',none,'life insurance',bank,own,none,no,good,no
Washington,"(-0.01, 0.01]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'no known property',bank,'for free',none,yes,bad,yes
Washington,"(-0.01, 0.01]",'existing paid',radio/tv,,"[0.0, 0.01)",4<=X<7,'female div/dep/mar',none,'real estate',none,own,,yes,bad,yes
Wisconsin,"(-0.01, 0.01]",'critical/other existing credit',,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'female div/dep/mar',none,,none,own,yes,yes,bad,yes
Wisconsin,"(-0.01, 0.01]",'delayed previously','used car',"(7500.0, 10000.0]","[0.0, 0.01)",1<=X<4,'male single',none,car,none,own,none,no,bad,no
Wisconsin,"(-0.01, 0.01]",,radio/tv,"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,'male single',,'real estate',none,own,none,no,good,no
Wisconsin,"(50.0, 100.0]",'critical/other existing credit',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",4<=X<7,'male single',guarantor,'real estate',bank,own,yes,yes,good,yes
Wisconsin,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",,'female div/dep/mar',none,car,none,rent,yes,no,bad,no
Wisconsin,"(7500.0, 10000.0]",'existing paid','new car',"(500.0, 1000.0]","[5000.0, 7500.0)",<1,'male mar/wid',none,'real estate',none,own,none,yes,good,yes
West Virginia,"(0.01, 20.0]",'existing paid',radio/tv,,"[50.0, 100.0)",<1,'female div/dep/mar',none,'no known property',none,own,yes,no,bad,no
West Virginia,"(-5000.0, -2500.0]",'existing paid',,"(2500.0, 5000.0]","[0.01, 20.0)",1<=X<4,'male single',,car,none,own,,yes,bad,yes
West Virginia,"(-7500.0, -5000.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[50.0, 100.0)",1<=X<4,'male single',none,,none,own,none,no,good,no
West Virginia,"(-0.01, 0.01]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",<1,'female div/dep/mar',none,'life insurance',none,own,yes,no,good,no
West Virginia,"(20.0, 50.0]",'all paid',,"(2500.0, 5000.0]","[100.0, 500.0)",4<=X<7,'male single',none,car,none,,none,yes,bad,yes
Wyoming,"(-10000.0, -7500.0]",'critical/other existing credit','new car',"(500.0, 1000.0]","[0.01, 20.0)",>=7,'female div/dep/mar',,'no known property',none,own,yes,yes,good,yes
Alaska,"(-0.01, 0.01]",'critical/other existing credit','new car',"(500.0, 1000.0]","[0.0, 0.01)",4<=X<7,'female div/dep/mar',none,car,none,own,yes,no,good,no
Arkansas,"(-0.01, 0.01]",'critical/other existing credit',furniture/equipment,"(5000.0, 7500.0]","[0.0, 0.01)",1<=X<4,'male single',,'life insurance',none,own,,no,good,no
Arizona,"(-0.01, 0.01]",,radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,,none,car,none,own,,yes,bad,yes
Arizona,"(-0.01, 0.01]",'existing paid',,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,'male single',,'no known property',bank,,yes,no,good,no
Arizona,"(-0.01, 0.01]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'life insurance',none,own,yes,no,bad,no
California,"(-0.01, 0.01]",'existing paid',radio/tv,"(5000.0, 7500.0]","[0.0, 0.01)",1<=X<4,'male single',none,car,none,own,,no,bad,no
California,"(100.0, 500.0]",'critical/other existing credit','used car',"(7500.0, 10000.0]","[5000.0, 7500.0)",>=7,'female div/dep/mar',,'no known property',none,rent,none,yes,bad,yes
California,"(100.0, 500.0]",'delayed previously',business,"(5000.0, 7500.0]","[100.0, 500.0)",4<=X<7,'male single',none,car,none,rent,,yes,bad,yes
California,"(-7500.0, -5000.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[50.0, 100.0)",1<=X<4,'female div/dep/mar',none,,none,rent,none,no,good,no
California,"(-5000.0, -2500.0]",'critical/other existing credit',repairs,,"[100.0, 500.0)",>=7,'male single',guarantor,'real estate',none,own,none,yes,bad,yes
California,"(-10000.0, -7500.0]",'all paid',retraining,"(200.0, 500.0]","[20.0, 50.0)",,'male mar/wid',none,car,bank,own,none,no,good,no
California,"(100.0, 500.0]",'existing paid','new car',"(2500.0, 5000.0]","[100.0, 500.0)",4<=X<7,,none,car,bank,own,yes,no,good,no
California,"(-0.01, 0.01]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,'male single',none,'real estate',none,own,none,no,good,no
California,"(-0.01, 0.01]",,radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,,,'real estate',none,own,,no,good,no
California,"(-0.01, 0.01]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",<1,'female div/dep/mar',none,'life insurance',none,own,,no,good,no
California,"(-0.01, 0.01]",'existing paid','domestic appliance',"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,'male single',none,'life insurance',none,own,yes,no,good,no
California,"(20.0, 50.0]",'existing paid','new car',"(5000.0, 7500.0]","[50.0, 100.0)",unemployed,'male single',none,'no known property',bank,'for free',yes,no,bad,no
California,"(-0.01, 0.01]",'existing paid','new car',"(500.0, 1000.0]","[0.0, 0.01)",>=7,,none,'life insurance',none,own,,no,good,no
California,"(-0.01, 0.01]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,'male single',none,car,none,own,yes,no,bad,no
